partida_id,clube,atleta,minuto,tipo_de_gol
5501,Flamengo,Felipe Vizeu,12,Gol Normal
5502,Santa Cruz,Keno,100,Gol Normal
5503,Sao Paulo,Lyanco,43,Gol Normal
5503,Sao Paulo,Alan Kardec,60,Gol Normal
5503,Sao Paulo,Alan Kardec,34,Gol Normal
5505,Athletico-PR,André Lima,82,Gol Normal
5505,Athletico-PR,André Lima,68,Gol Normal
5505,Athletico-PR,Pablo Felipe Teixeira,65,Gol Normal
5506,Palmeiras,Yerry Mina,6,Gol Normal
5506,Santos,Gabriel Barbosa,56,Gol Normal
5507,Botafogo-RJ,Juan Manuel Salgueiro,83,Gol Normal
5507,Flamengo,Paolo Guerrero,68,Gol Normal
5507,Botafogo-RJ,Neilton Mestzk,80,Gol Normal
5507,Flamengo,Jorge Marco de Oliveira Moraes,57,Gol Normal
5507,Botafogo-RJ,Diogo Barbosa,34,Gol Normal
5507,Flamengo,Éverton Cardoso da Silva,24,Gol Normal
5508,Santos,Victor Ferraz,22,Gol Normal
5508,Ponte Preta,Roger Rodrigues da Silva,84,Gol Normal
5508,Santos,Gabriel Barbosa,72,Gol Normal
5508,Santos,Vitor Bueno,56,Gol Normal
5509,Santa Cruz,Tiago da Costa Silva,9,Gol Normal
5509,Santa Cruz,Arthur Caike do Nascimento Cruz,56,Gol Normal
5509,Santa Cruz,Marcílio,16,Gol Normal
5510,Palmeiras,Erik Nascimento de Lima,11,Gol Normal
5511,Chapecoense,Dener Assunção Braz,71,Gol Normal
5511,Figueirense,Rafael Moura,100,Penalty
5512,Fluminense,Marcos Júnior,26,Penalty
5512,Fluminense,Cícero Santos,7,Gol Normal
5513,Vitoria,Diego Renan,71,Penalty
5513,Athletico-PR,Pablo Felipe Teixeira,45,Gol Normal
5514,Sao Paulo,Christian Cueva,15,Penalty
5514,Corinthians,Bruno Henrique Corsini,22,Gol Normal
5515,Gremio,Pedro Geromel,63,Gol Normal
5515,Sport,Sérgio Antônio Borges Júnior,22,Gol Normal
5515,Gremio,Pedro Geromel,46,Gol Normal
5515,Sport,Edmilson dos Santos Silva,68,Gol Normal
5515,Sport,Diego Souza,75,Penalty
5515,Sport,Diego Souza,39,Gol Normal
5516,Coritiba,Carlos Emiliano Pereira,76,Gol Normal
5516,Atletico-MG,Robinho,85,Gol Normal
5516,Atletico-MG,Robinho,41,Gol Normal
5517,Corinthians,Danilo Gabriel de Andrade,84,Gol Normal
5517,Figueirense,Dodô,59,Gol Normal
5518,Coritiba,Kléber,33,Gol Normal
5519,Atletico-MG,Leandro Donizete,60,Gol Normal
5520,Ponte Preta,Roger Rodrigues da Silva,43,Gol Normal
5520,Internacional,Ariel Nahuelpán,82,Gol Normal
5520,Internacional,Valdívia,26,Gol Normal
5520,Ponte Preta,Wendel Geraldo Maurício e Silva,46,Gol Normal
5521,Gremio,Douglas dos Santos,53,Gol Normal
5522,Athletico-PR,Hernani Azevedo Junior,34,Gol Normal
5523,Sport,José Rogério de Oliveira Melo,51,Gol Normal
5523,Sport,José Rogério de Oliveira Melo,38,Gol Normal
5523,Cruzeiro,Willian Gomes de Siqueira,100,Gol Normal
5524,Botafogo-RJ,Camilo,86,Gol Normal
5524,Chapecoense,Lucas Gomes,88,Gol Normal
5524,Chapecoense,Hyoran,25,Gol Normal
5525,Santos,Jean Mota Oliveira de Souza,82,Gol Normal
5525,Vitoria,Antônio Eduardo Pereira dos Santos,30,Gol Normal
5525,Santos,Jonathan Copete,32,Gol Normal
5525,Santos,Vitor Bueno,20,Gol Normal
5525,Vitoria,Vander Luiz Silva Souza,71,Gol Normal
5526,Flamengo,Alan Patrick,60,Penalty
5526,America-MG,Juninho,77,Gol Normal
5526,Flamengo,Paolo Guerrero,56,Gol Normal
5527,Figueirense,Dodô,15,Gol Normal
5528,Sport,Edmilson dos Santos Silva,53,Gol Normal
5528,Sport,Diego Souza,17,Penalty
5529,Atletico-MG,Luan Madson Gedeão de Paiva,71,Gol Normal
5529,Atletico-MG,Fred,67,Gol Normal
5529,Atletico-MG,Robinho,22,Gol Normal
5530,Sao Paulo,Christian Cueva,86,Penalty
5530,Sao Paulo,Christian Cueva,61,Gol Normal
5530,Chapecoense,Thiego,12,Gol Normal
5530,Chapecoense,Everton Kempes dos Santos Gonçalves,5,Gol Normal
5531,Fluminense,Cícero Santos,55,Gol Normal
5531,Fluminense,Cícero Santos,20,Gol Normal
5531,Fluminense,Wellington Alves da Silva,70,Gol Normal
5532,Flamengo,Marcelo Cirino da Silva,89,Gol Normal
5532,Flamengo,Paolo Guerrero,52,Gol Normal
5533,Corinthians,Elias Mendes Trindade,42,Gol Normal
5534,Santos,Lucas Rios Marques,74,Gol Contra
5534,Santos,Vitor Bueno,61,Gol Normal
5535,Palmeiras,Erik Nascimento de Lima,78,Gol Normal
5535,Botafogo-RJ,Neilton Mestzk,35,Gol Normal
5535,Botafogo-RJ,Neilton Mestzk,19,Gol Normal
5535,Botafogo-RJ,Camilo,87,Penalty
5537,Vitoria,José Carlos Ferreira Júnior,60,Gol Contra
5537,Coritiba,Raphael Cavalcante Veiga,48,Gol Normal
5537,Vitoria,Kieza,100,Gol Normal
5537,Vitoria,Mário Sérgio Santos Costa,88,Gol Normal
5538,Sport,Mark González,100,Gol Normal
5538,America-MG,Danilo Barcelos,40,Gol Normal
5540,Athletico-PR,Walter Henrique da Silva,87,Gol Normal
5540,Athletico-PR,Walter Henrique da Silva,76,Gol Normal
5541,Ponte Preta,William Pottker,30,Gol Normal
5541,Ponte Preta,Reinaldo Manoel da Silva,85,Gol Normal
5543,Atletico-MG,Lucas Pratto,20,Gol Normal
5543,Atletico-MG,Maicosuel,11,Gol Normal
5543,Sao Paulo,Andrés Chávez,3,Gol Normal
5544,Cruzeiro,Ramón Ábila,17,Gol Normal
5544,Cruzeiro,Rafael Sóbis,53,Gol Normal
5544,Internacional,Alex Raphael Meschini,73,Penalty
5544,Cruzeiro,Rafael Sóbis,41,Gol Normal
5544,Internacional,Luis Manuel Seijas,2,Gol Normal
5544,Cruzeiro,Rafael Sóbis,14,Gol Normal
5545,Palmeiras,Jean Raphael Vanderlei Moreira,85,Penalty
5545,Chapecoense,Everton Kempes dos Santos Gonçalves,30,Gol Normal
5547,Flamengo,Federico Mancuello,61,Gol Normal
5548,America-MG,Juninho,90,Gol Normal
5549,Coritiba,Juan Maldonado Jaimez Júnior,80,Penalty
5549,Ponte Preta,Rhayner,43,Gol Normal
5549,Coritiba,Luccas Claro,63,Gol Normal
5549,Coritiba,Kléber,40,Gol Normal
5550,Vitoria,Thiago Martins Bueno,75,Gol Contra
5550,Palmeiras,Cleiton Xavier,50,Gol Normal
5550,Palmeiras,Lucas Barrios,37,Gol Normal
5551,Sao Paulo,Andrés Chávez,39,Gol Normal
5551,Santa Cruz,Keno,84,Gol Normal
5551,Sao Paulo,Andrés Chávez,64,Gol Normal
5552,Fluminense,Gustavo Scarpa,3,Gol Normal
5552,Internacional,Fernando Paixão da Silva,78,Gol Normal
5552,Internacional,Luis Manuel Seijas,100,Gol Normal
5552,Fluminense,Gustavo Scarpa,64,Gol Normal
5553,Figueirense,Carlos Alberto Gomes de Jesus,46,Gol Normal
5553,Sport,Túlio de Melo,82,Penalty
5554,Atletico-MG,Robinho,43,Gol Normal
5554,Atletico-MG,Carlos César Neves,21,Gol Normal
5554,Chapecoense,Bruno Rangel,100,Gol Normal
5554,Atletico-MG,Maicosuel,79,Gol Normal
5555,Cruzeiro,Ramón Ábila,66,Gol Normal
5555,Corinthians,Giovanni Augusto,2,Gol Normal
5557,Sport,Edmilson dos Santos Silva,24,Gol Normal
5558,Ponte Preta,Roger Rodrigues da Silva,83,Gol Normal
5558,Ponte Preta,Wendel Geraldo Maurício e Silva,51,Gol Normal
5559,Fluminense,Henrique Dourado,47,Gol Normal
5560,Gremio,Pedro Rocha Neves,17,Gol Normal
5560,Gremio,Miller Bolaños,61,Gol Normal
5560,Gremio,Everton Sousa Soares,48,Gol Normal
5561,Cruzeiro,Ramón Ábila,50,Gol Normal
5561,Cruzeiro,Rafael da Silva Francisco,3,Gol Normal
5561,Coritiba,Juan Maldonado Jaimez Júnior,27,Gol Normal
5561,Coritiba,Colin Kâzım-Richards,20,Gol Normal
5562,Santos,Ricardo Oliveira,69,Gol Normal
5562,Santos,Gustavo Henrique Vernes,12,Gol Normal
5562,Santos,Ricardo Oliveira,100,Gol Normal
5563,Santa Cruz,Tiago da Costa Silva,37,Gol Normal
5563,Vitoria,Willian Farias,48,Gol Normal
5563,Vitoria,Diego Renan,5,Gol Normal
5563,Santa Cruz,Matías Pisano,83,Gol Normal
5564,Botafogo-RJ,Luiz Ricardo Alves,100,Gol Normal
5565,Palmeiras,Vitor Hugo Franchescoli de Souza,44,Gol Normal
5566,Chapecoense,Alejandro Martinuccio,100,Gol Normal
5567,America-MG,Gilson Gomes do Nascimento,100,Penalty
5567,Chapecoense,Alison Wágner Lira Ferreira,100,Gol Contra
5567,Chapecoense,Lucas Gomes,72,Gol Normal
5568,Botafogo-RJ,Camilo,100,Gol Normal
5568,Botafogo-RJ,Luiz Ricardo Alves,52,Gol Normal
5568,Botafogo-RJ,Luiz Ricardo Alves,100,Gol Normal
5569,Flamengo,Leandro Damião,30,Penalty
5569,Gremio,Henrique Almeida,72,Gol Normal
5569,Flamengo,Diego Ribas,70,Gol Normal
5570,Atletico-MG,Robinho,40,Penalty
5571,Internacional,Eugenio Mena,85,Gol Contra
5571,Sao Paulo,Christian Cueva,37,Penalty
5572,Fluminense,Henrique Dourado,30,Gol Normal
5573,Palmeiras,Rafael Marques Mariano,16,Gol Normal
5573,Ponte Preta,William Pottker,73,Gol Normal
5573,Ponte Preta,Wellington Paulista,52,Gol Normal
5573,Palmeiras,Thiago Martins Bueno,70,Gol Normal
5574,Coritiba,Kléber,73,Gol Normal
5574,Santos,Ricardo Oliveira,59,Gol Normal
5574,Coritiba,Iago Dias,86,Gol Normal
5575,Cruzeiro,Henrique Pacheco Lima,3,Gol Normal
5575,Figueirense,Wéverton Almeida Santos,88,Gol Normal
5575,Cruzeiro,Ramón Ábila,48,Gol Normal
5576,Vitoria,Yago Fernando da Silva,43,Gol Contra
5576,Corinthians,Marquinhos,71,Gol Normal
5576,Corinthians,Jonathan Marlone,51,Gol Normal
5577,Ponte Preta,Roger Rodrigues da Silva,36,Gol Normal
5577,Ponte Preta,Clayson Henrique da Silva Vieira,50,Gol Normal
5578,Cruzeiro,Ramón Ábila,53,Gol Normal
5578,Cruzeiro,Róbson Michael Signorini,49,Gol Normal
5579,Figueirense,Rafael Moura,48,Penalty
5580,Gremio,Luan Guilherme de Jesus Vieira,53,Gol Normal
5580,Atletico-MG,Robinho,87,Gol Normal
5581,Palmeiras,Jean Raphael Vanderlei Moreira,25,Gol Normal
5581,Palmeiras,Eduardo Pereira Rodrigues,19,Gol Normal
5582,Chapecoense,Everton Kempes dos Santos Gonçalves,42,Gol Normal
5582,Flamengo,Leandro Damião,71,Penalty
5582,Flamengo,Federico Mancuello,100,Gol Normal
5582,Flamengo,Diego Ribas,9,Gol Normal
5584,Internacional,Luis Manuel Seijas,9,Penalty
5584,Sport,Vinícius Vasconcelos Araújo,89,Gol Normal
5585,Vitoria,Marcelo Machado dos Santos,37,Gol Normal
5585,America-MG,Danilo Barcelos,86,Gol Normal
5585,Vitoria,David Corrêa da Fonseca,64,Gol Normal
5586,Athletico-PR,Hernani Azevedo Junior,7,Gol Normal
5546,Fluminense,Renato de Araújo Chaves Júnior,20,Gol Normal
5546,Figueirense,Nirley da Silva Fonseca,61,Gol Normal
5546,Fluminense,Gustavo Scarpa,14,Gol Normal
5546,Figueirense,Carlos Alberto Gomes de Jesus,48,Gol Normal
5546,Fluminense,Magno Alves,79,Gol Normal
5556,Gremio,Matheus dos Santos Batista,80,Gol Normal
5556,Botafogo-RJ,Luiz Ricardo Alves,29,Gol Normal
5556,Botafogo-RJ,Camilo,21,Gol Normal
5587,Santa Cruz,Arthur Caike do Nascimento Cruz,57,Gol Normal
5587,Chapecoense,Everton Kempes dos Santos Gonçalves,28,Gol Normal
5587,Chapecoense,Bruno Rangel,87,Penalty
5587,Santa Cruz,Bruno Eduardo Moraes,64,Gol Normal
5588,Figueirense,Lins Lima de Brito,4,Gol Normal
5589,Botafogo-RJ,Neilton Mestzk,50,Gol Normal
5590,Vitoria,Antônio Eduardo Pereira dos Santos,59,Gol Normal
5590,Atletico-MG,Fred,63,Gol Normal
5590,Atletico-MG,Fred,100,Gol Normal
5591,Palmeiras,Yerry Mina,56,Gol Normal
5591,Sao Paulo,Andrés Chávez,48,Gol Normal
5591,Palmeiras,Vitor Hugo Franchescoli de Souza,71,Gol Normal
5592,Flamengo,Luiz Fernando Pereira da Silva,90,Gol Normal
5592,Flamengo,Gabriel Santana,14,Gol Normal
5592,Ponte Preta,William Pottker,67,Gol Normal
5593,Coritiba,Raphael Cavalcante Veiga,35,Gol Normal
5593,Coritiba,Leandro,31,Gol Normal
5593,Coritiba,Walisson,22,Gol Normal
5593,Coritiba,Neto Berola,39,Gol Normal
5594,Corinthians,Vilson Xavier de Menezes Júnior,62,Gol Normal
5594,Corinthians,Léo Príncipe,54,Gol Normal
5594,Corinthians,Rodrigo Eduardo Costa Marinho,47,Gol Normal
5595,Cruzeiro,Ramón Ábila,70,Gol Normal
5595,Cruzeiro,Giorgian De Arrascaeta,21,Gol Normal
5596,Internacional,Aylon,62,Gol Normal
5596,Internacional,Luis Manuel Seijas,43,Gol Normal
5596,Santos,Ricardo Oliveira,28,Gol Normal
5597,Flamengo,Gabriel Santana,60,Gol Normal
5597,Flamengo,Luiz Fernando Pereira da Silva,44,Gol Normal
5597,Vitoria,Zé Love,22,Gol Normal
5598,Chapecoense,Everton Kempes dos Santos Gonçalves,71,Gol Normal
5599,Sao Paulo,Kelvin Mateus de Oliveira,73,Gol Normal
5599,Sao Paulo,Christian Cueva,66,Gol Normal
5599,Figueirense,Carlos Alberto Gomes de Jesus,87,Penalty
5599,Sao Paulo,Andrés Chávez,31,Gol Normal
5600,Botafogo-RJ,Camilo,80,Gol Normal
5600,Botafogo-RJ,Gustavo Canales,66,Gol Normal
5601,Santa Cruz,Keno,6,Gol Normal
5601,Sport,Rodney Wallace,70,Gol Normal
5601,Sport,Everton Felipe,100,Gol Normal
5601,Sport,Durval,53,Gol Normal
5601,Santa Cruz,Bruno Eduardo Moraes,72,Gol Normal
5601,Sport,Vinícius Vasconcelos Araújo,90,Gol Normal
5601,Santa Cruz,João Paulo,50,Gol Normal
5601,Sport,Luis Carlos Ruiz,80,Gol Normal
5602,Athletico-PR,Pablo Felipe Teixeira,46,Gol Normal
5602,Athletico-PR,Pablo Felipe Teixeira,40,Gol Normal
5602,Internacional,Valdívia,2,Gol Normal
5603,Santos,Vitor Bueno,71,Penalty
5603,Corinthians,Jonathan Marlone,37,Gol Normal
5603,Santos,Renato Dirnei Florêncio,85,Gol Normal
5604,Ponte Preta,William Pottker,44,Gol Normal
5604,America-MG,Jonas Jessué da Silva Júnior,58,Gol Normal
5606,Fluminense,Gustavo Scarpa,77,Gol Normal
5606,Atletico-MG,Rómulo Otero,88,Gol Normal
5606,Fluminense,Marquinho,73,Gol Normal
5606,Atletico-MG,Robinho,28,Gol Normal
5606,Fluminense,Douglas Augusto Soares Gomes,49,Gol Normal
5606,Fluminense,Francinilson Santos Meirelles,100,Gol Normal
5607,Santos,José Carlos Cracco Neto,4,Gol Normal
5608,Figueirense,Dodô,38,Penalty
5608,America-MG,Osman,80,Gol Normal
5608,America-MG,Jonas Jessué da Silva Júnior,44,Gol Normal
5608,Figueirense,Lins Lima de Brito,15,Gol Normal
5609,Ponte Preta,Fábio Ferreira,53,Gol Normal
5609,Ponte Preta,William Pottker,100,Penalty
5609,Ponte Preta,Roger Rodrigues da Silva,76,Gol Normal
5610,Santa Cruz,Bruno Eduardo Moraes,100,Gol Normal
5611,Corinthians,Jonathan Marlone,15,Gol Normal
5611,Coritiba,Leandro,28,Penalty
5612,Palmeiras,Gabriel Jesus,82,Gol Normal
5612,Flamengo,Alan Patrick,62,Gol Normal
5613,Atletico-MG,Júnior Urso,59,Gol Normal
5614,Chapecoense,Dener Assunção Braz,54,Gol Normal
5614,Fluminense,Cícero Santos,4,Gol Normal
5614,Chapecoense,Lourency do Nascimento Rodrigues,89,Gol Normal
5615,Sao Paulo,Wesley Lopes Beltrame,43,Gol Normal
5616,Vitoria,Antônio Eduardo Pereira dos Santos,47,Gol Normal
5617,Palmeiras,Moisés Lima Magalhães,5,Gol Normal
5617,Palmeiras,Yerry Mina,76,Gol Normal
5618,Flamengo,Diego Ribas,71,Penalty
5618,Flamengo,Willian Arão,37,Gol Normal
5619,Atletico-MG,Clayton da Silveira da Silva,31,Gol Normal
5619,Cruzeiro,Róbson Michael Signorini,76,Gol Normal
5620,Coritiba,Willian José de Souza,31,Gol Normal
5621,Fluminense,Gustavo Scarpa,40,Gol Normal
5622,Chapecoense,Tiaguinho,43,Gol Normal
5622,Chapecoense,Tiaguinho,12,Gol Normal
5622,Ponte Preta,Roger Rodrigues da Silva,56,Gol Normal
5622,Ponte Preta,Fábio Ferreira,33,Gol Normal
5623,Athletico-PR,Pablo Felipe Teixeira,80,Gol Normal
5624,Santa Cruz,Keno,100,Gol Normal
5624,Santos,Jonathan Copete,5,Gol Normal
5624,Santa Cruz,Keno,56,Gol Normal
5624,Santos,Vitor Bueno,100,Gol Normal
5624,Santos,Jean Mota Oliveira de Souza,88,Gol Normal
5625,Botafogo-RJ,Rodrigo Pimpão,45,Gol Normal
5626,America-MG,Michael Vinicius Silva de Morais,90,Gol Normal
5627,Palmeiras,Yerry Mina,57,Gol Normal
5627,Palmeiras,Leandro,51,Gol Normal
5627,Coritiba,Iago Dias,76,Gol Normal
5628,Sport,José Rogério de Oliveira Melo,11,Gol Normal
5629,America-MG,Jonas Jessué da Silva Júnior,65,Gol Normal
5630,Athletico-PR,Thiago Heleno,100,Penalty
5630,Athletico-PR,Thiago Heleno,78,Gol Normal
5630,Athletico-PR,Leonardo Moreira Morais,67,Gol Normal
5631,Figueirense,Danny Morais,60,Gol Contra
5631,Santa Cruz,Keno,66,Gol Normal
5631,Figueirense,Lins Lima de Brito,38,Gol Normal
5631,Figueirense,Ayrton Ganino,1,Gol Normal
5632,Vitoria,Lyanco,72,Gol Contra
5632,Vitoria,Mário Sérgio Santos Costa,52,Gol Normal
5633,Fluminense,Cícero Santos,100,Gol Normal
5634,Flamengo,Federico Mancuello,89,Gol Normal
5634,Flamengo,Paolo Guerrero,84,Gol Normal
5634,Cruzeiro,Rafael da Silva Francisco,74,Gol Normal
5635,Gremio,Pedro Rocha Neves,10,Gol Normal
5636,Atletico-MG,Clayton da Silveira da Silva,29,Gol Normal
5636,Atletico-MG,Fred,15,Gol Normal
5636,Internacional,Gustavo Ferrareis,31,Gol Normal
5636,Atletico-MG,Lucas Pratto,81,Gol Normal
5637,Fluminense,Richarlison,66,Gol Normal
5637,Fluminense,Marcos Júnior,54,Gol Normal
5637,Sport,Gum,11,Gol Contra
5637,Fluminense,Gustavo Scarpa,87,Gol Normal
5639,Vitoria,Zé Love,26,Gol Normal
5639,Vitoria,Zé Love,9,Gol Normal
5639,Vitoria,Kieza,40,Gol Normal
5639,Chapecoense,Tiaguinho,55,Gol Normal
5639,Vitoria,Marcelo Machado dos Santos,16,Gol Normal
5640,Santos,Paulinho,83,Gol Normal
5640,Santos,Ricardo Oliveira,31,Penalty
5641,Botafogo-RJ,Neilton Mestzk,24,Gol Normal
5641,Botafogo-RJ,Diogo Barbosa,38,Gol Normal
5642,Atletico-MG,Clayton da Silveira da Silva,38,Gol Normal
5642,Atletico-MG,Júnior Urso,16,Gol Normal
5642,Ponte Preta,Roger Rodrigues da Silva,79,Gol Normal
5643,Cruzeiro,Henrique Pacheco Lima,72,Gol Normal
5644,Internacional,Victor Vinícius Coelho Santos,5,Gol Normal
5645,Palmeiras,Zé Roberto,33,Gol Normal
5645,Santa Cruz,Arthur Caike do Nascimento Cruz,56,Gol Normal
5645,Santa Cruz,Grafite,70,Penalty
5645,Palmeiras,Róger Guedes,80,Gol Normal
5645,Palmeiras,Leandro,66,Gol Normal
5646,Coritiba,Juan Maldonado Jaimez Júnior,49,Gol Normal
5646,Coritiba,Colin Kâzım-Richards,13,Gol Normal
5646,Coritiba,Juan Maldonado Jaimez Júnior,73,Gol Normal
5647,Chapecoense,Filipe Machado,19,Gol Normal
5647,Athletico-PR,Hernani Azevedo Junior,42,Penalty
5647,Athletico-PR,Matheus Rossetto,88,Gol Normal
5647,Athletico-PR,Pablo Felipe Teixeira,84,Gol Normal
5648,Gremio,Jailson Marques Siqueira,53,Gol Normal
5650,Fluminense,Wellington do Nascimento Silva,64,Gol Normal
5650,Santos,Ricardo Oliveira,80,Gol Normal
5650,Santos,Jonathan Copete,48,Gol Normal
5651,Sao Paulo,Thiago Henrique Mendes Ribeiro,25,Gol Normal
5651,Sport,Diego Souza,43,Gol Normal
5652,Internacional,Victor Vinícius Coelho Santos,87,Penalty
5653,Cruzeiro,Róbson Michael Signorini,81,Gol Normal
5653,Cruzeiro,Ramón Ábila,12,Gol Normal
5654,Flamengo,Marcelo Cirino da Silva,87,Gol Normal
5654,Flamengo,Willian Arão,57,Gol Normal
5654,Flamengo,Felipe Vizeu,6,Gol Normal
5655,Palmeiras,Danilo Neves,3,Gol Normal
5655,Palmeiras,Alecsandro,88,Gol Normal
5656,Botafogo-RJ,Bruno César Pereira da Silva,100,Gol Normal
5657,Chapecoense,Ananias Elói Castro Monteiro,57,Gol Normal
5657,Chapecoense,Thiego,44,Gol Normal
5657,Chapecoense,Everton Kempes dos Santos Gonçalves,90,Gol Normal
5659,Corinthians,Guilherme Milhomem Gusmão,38,Gol Normal
5659,Corinthians,Lucca Borges de Brito,100,Gol Normal
5659,Santa Cruz,Keno,81,Gol Normal
5659,Corinthians,Jonathan Marlone,48,Gol Normal
5659,Santa Cruz,Grafite,30,Gol Normal
5659,Corinthians,Guilherme Milhomem Gusmão,55,Gol Normal
5660,Botafogo-RJ,Luiz Ricardo Alves,85,Penalty
5662,Ponte Preta,Rhayner,24,Gol Normal
5662,Ponte Preta,Wendel Geraldo Maurício e Silva,37,Gol Normal
5663,Atletico-MG,Lucas Pratto,85,Gol Normal
5663,Atletico-MG,Carlos César Neves,65,Gol Normal
5663,Atletico-MG,Fred,36,Gol Normal
5664,Flamengo,William Matheus,12,Gol Contra
5664,Flamengo,Luiz Fernando Pereira da Silva,54,Gol Normal
5664,Fluminense,Marcos Júnior,47,Gol Normal
5665,Santos,Jonathan Copete,46,Gol Normal
5666,Gremio,Pedro Rocha Neves,100,Gol Normal
5667,Atletico-MG,Fred,51,Gol Normal
5667,Botafogo-RJ,Dudu Cearense,100,Gol Normal
5667,Botafogo-RJ,Rodrigo Pimpão,35,Gol Normal
5667,Atletico-MG,Leonardo Silva,70,Gol Normal
5667,Botafogo-RJ,Bruno César Pereira da Silva,5,Gol Normal
5669,Athletico-PR,Pablo Felipe Teixeira,68,Gol Normal
5669,Athletico-PR,Matheus Rossetto,20,Gol Normal
5670,Internacional,Eduardo Sasha,66,Gol Normal
5670,Flamengo,Réver,57,Gol Normal
5670,Internacional,Victor Vinícius Coelho Santos,81,Gol Normal
5671,Palmeiras,Jean Raphael Vanderlei Moreira,84,Gol Normal
5671,Figueirense,Rafael Silva dos Santos,86,Gol Normal
5671,Palmeiras,Jean Raphael Vanderlei Moreira,57,Penalty
5672,Corinthians,Rodrigo Eduardo Costa Marinho,39,Gol Normal
5672,Corinthians,Ángel Romero,17,Gol Normal
5673,Ponte Preta,Maycon de Andrade Barberan,70,Gol Normal
5673,Ponte Preta,Roger Rodrigues da Silva,51,Gol Normal
5673,Ponte Preta,William Pottker,74,Gol Normal
5674,Gremio,Everton Sousa Soares,10,Gol Normal
5674,Santos,Fabián Noguera,21,Gol Normal
5675,Sport,Diego Souza,6,Gol Normal
5676,Fluminense,Wellington Alves da Silva,31,Penalty
5676,Sao Paulo,Rodrigo Caio,81,Gol Normal
5676,Sao Paulo,Thiago Henrique Mendes Ribeiro,72,Gol Normal
5677,Botafogo-RJ,Rodrigo Pimpão,87,Gol Normal
5678,Sao Paulo,Christian Cueva,11,Penalty
5678,Sao Paulo,David Neres Campos,82,Gol Normal
5679,Corinthians,Rodrigo Eduardo Costa Marinho,100,Gol Normal
5679,Corinthians,Guilherme Milhomem Gusmão,6,Gol Normal
5679,Flamengo,Paolo Guerrero,59,Gol Normal
5679,Flamengo,Paolo Guerrero,15,Gol Normal
5680,Cruzeiro,Ariel Cabral,40,Gol Normal
5681,Sport,José Rogério de Oliveira Melo,32,Gol Normal
5681,Palmeiras,Danilo Neves,100,Gol Normal
5681,Palmeiras,Eduardo Pereira Rodrigues,21,Gol Normal
5683,Fluminense,Gum,15,Gol Normal
5683,Coritiba,Leandro,64,Gol Normal
5684,Atletico-MG,Júnior Urso,88,Gol Normal
5684,Atletico-MG,Rómulo Otero,16,Gol Normal
5684,Atletico-MG,Fred,90,Gol Normal
5685,Santos,Lucas Rafael Araújo Lima,4,Gol Normal
5686,America-MG,Éder Lima dos Santos,85,Gol Normal
5687,Sport,José Rogério de Oliveira Melo,54,Gol Normal
5688,Vitoria,Mário Sérgio Santos Costa,88,Gol Normal
5688,Vitoria,Marcelo Machado dos Santos,31,Gol Normal
5688,Fluminense,Richarlison,37,Penalty
5688,Fluminense,Cícero Santos,100,Gol Normal
5689,Atletico-MG,Lucas Pratto,87,Gol Normal
5689,Atletico-MG,Robinho,82,Penalty
5689,Flamengo,Paolo Guerrero,90,Gol Normal
5689,Flamengo,Diego Ribas,33,Gol Normal
5690,Athletico-PR,Manoel Messias Silva Carvalho,14,Gol Contra
5691,Chapecoense,Bruno Rangel,84,Penalty
5691,Corinthians,Giovanni Augusto,74,Penalty
5693,Santa Cruz,Léo Moura,32,Gol Normal
5693,Internacional,Victor Vinícius Coelho Santos,7,Gol Normal
5695,Santos,Jonathan Copete,67,Gol Normal
5696,America-MG,Michael Vinicius Silva de Morais,27,Gol Normal
5698,Sao Paulo,Andrés Chávez,67,Gol Normal
5698,Sao Paulo,David Neres Campos,61,Gol Normal
5698,Sao Paulo,Christian Cueva,14,Penalty
5698,Sao Paulo,Luiz Araújo,100,Gol Normal
5699,Santos,Jonathan Copete,89,Gol Normal
5699,Ponte Preta,William Pottker,22,Penalty
5699,Santos,Ricardo Oliveira,67,Gol Normal
5700,Santa Cruz,Léo Moura,33,Gol Normal
5701,Cruzeiro,Alisson Euler de Freitas Castro,51,Gol Normal
5701,Cruzeiro,Giorgian De Arrascaeta,46,Gol Normal
5701,Cruzeiro,Willian Gomes de Siqueira,45,Gol Normal
5701,Fluminense,Ramón Ábila,100,Gol Contra
5701,Fluminense,Richarlison,9,Gol Normal
5701,Cruzeiro,Rafael Sóbis,26,Gol Normal
5702,Palmeiras,Cleiton Xavier,17,Gol Normal
5703,Vitoria,Mário Sérgio Santos Costa,82,Gol Normal
5703,Vitoria,Mário Sérgio Santos Costa,5,Gol Normal
5703,Athletico-PR,Pablo Felipe Teixeira,43,Gol Normal
5703,Athletico-PR,Pablo Felipe Teixeira,30,Gol Normal
5703,Vitoria,David Corrêa da Fonseca,69,Gol Normal
5704,Coritiba,Raphael Cavalcante Veiga,53,Gol Normal
5704,Coritiba,Kléber,100,Penalty
5705,Chapecoense,Everton Kempes dos Santos Gonçalves,76,Gol Normal
5706,Sport,José Rogério de Oliveira Melo,47,Gol Normal
5706,Sport,Diego Souza,90,Gol Normal
5706,Sport,Diego Souza,45,Gol Normal
5707,Athletico-PR,Hernani Azevedo Junior,62,Penalty
5707,Fluminense,Cícero Santos,29,Gol Normal
